idade,genero,estado,frequencia,combustivel,abastecimento,renda,posto,importancia,fidelidade-postos,aplicativo,motivo,conveniencia,classificacao
36-49 anos,Feminino,Sergipe,Diariamente,Gasolina Aditivada,Conforme o uso,Lazer,Petrobras,Atendimento,Não,Conheço mas não utilizo,Não utilizo aplicativos/programas de fidelidade,Sim,5
25-35 anos,Feminino,Sergipe,2-4 vezes na semana,GNV,Completo as vezes,Lazer,Petrobras,Preço,Não,Não conheço,Descontos em abastecimento/serviços,Não,3
18-24 anos,Feminino,Sao Paulo,2-4 vezes na semana,Gasolina comum,Conforme o uso,Principal fonte de renda,Petrobras,Preço,Não,Utilizo outros,Cashback,Não,5
18-24 anos,Masculino,Espirito Santo,Diariamente,Elétrico,Completo as vezes,Locomoção para o trabalho,Petrobras,Loja de Conveniência,Não,Conheço e utilizo,Cashback,Não,5
18-24 anos,Feminino,Sergipe,2-4 vezes na semana,Diesel,Conforme o uso,Lazer,Petrobras,Localização,Não,Conheço mas não utilizo,Descontos em abastecimento/serviços,Não,3
Mais de 50 anos,Masculino,Mato Grosso,Diariamente,GNV,Conforme o uso,Locomoção para o trabalho,Petrobras,Localização,Não,Utilizo outros,Cashback,Sim,4
25-35 anos,Feminino,Sergipe,2-4 vezes na semana,Etanol,Completo as vezes,Lazer,Petrobras,Preço,Sim,Conheço e utilizo,Descontos em abastecimento/serviços,Sim,5
25-35 anos,Feminino,Santa Catarina,Quinzenalmente,Elétrico,Sempre completo,Locomoção para o trabalho,Petrobras,Localização,Sim,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Sim,5
25-35 anos,Masculino,Paraiba,Diariamente,Gasolina Aditivada,Completo as vezes,Locomoção para o trabalho,Petrobras,Localização,Não,Utilizo outros,Descontos em abastecimento/serviços,Não,5
36-49 anos,Feminino,Tocantins,Quinzenalmente,Gasolina comum,Conforme o uso,Principal fonte de renda,Petrobras,Atendimento,Sim,Conheço e utilizo,Cashback,Não,3
25-35 anos,Masculino,Tocantins,Semanalmente,GNV,Conforme o uso,Locomoção para o trabalho,Petrobras,Loja de Conveniência,Sim,Conheço e utilizo,Cashback,Não,5
25-35 anos,Feminino,Paraiba,Semanalmente,Etanol,Conforme o uso,Principal fonte de renda,Petrobras,Serviços Adicionais,Não,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Sim,5
25-35 anos,Feminino,Tocantins,2-4 vezes na semana,Etanol,Conforme o uso,Principal fonte de renda,Petrobras,Localização,Não,Conheço mas não utilizo,Descontos em abastecimento/serviços,Não,5
Mais de 50 anos,Feminino,Santa Catarina,Diariamente,Etanol,Conforme o uso,Principal fonte de renda,Petrobras,Serviços Adicionais,Sim,Utilizo outros,Cashback,Não,3
36-49 anos,Feminino,Tocantins,Quinzenalmente,GNV,Completo as vezes,Locomoção para o trabalho,Petrobras,Loja de Conveniência,Sim,Conheço e utilizo,Cashback,Não,5
25-35 anos,Feminino,Santa Catarina,Quinzenalmente,Elétrico,Conforme o uso,Lazer,Petrobras,Serviços Adicionais,Não,Não conheço,Descontos em abastecimento/serviços,Não,3
25-35 anos,Masculino,Bahia,Quinzenalmente,Diesel,Conforme o uso,Lazer,Petrobras,Atendimento,Não,Conheço e utilizo,Cashback,Sim,5
25-35 anos,Feminino,Piaui,Semanalmente,Etanol,Conforme o uso,Lazer,Petrobras,Qualidade do combustível,Não,Conheço mas não utilizo,Cashback,Não,3
25-35 anos,Masculino,Tocantins,2-4 vezes na semana,Etanol,Conforme o uso,Lazer,Petrobras,Loja de Conveniência,Não,Conheço mas não utilizo,Cashback,Não,5
36-49 anos,Masculino,Para,Semanalmente,Etanol,Conforme o uso,Principal fonte de renda,Petrobras,Qualidade do combustível,Não,Conheço mas não utilizo,Cashback,Não,5
Mais de 50 anos,Masculino,Ceara,Diariamente,Gasolina comum,Conforme o uso,Lazer,Petrobras,Serviços Adicionais,Não,Utilizo outros,Descontos em abastecimento/serviços,Sim,5
25-35 anos,Feminino,Distrito Federal,Quinzenalmente,GNV,Conforme o uso,Principal fonte de renda,Petrobras,Qualidade do combustível,Sim,Conheço mas não utilizo,Cashback,Não,3
36-49 anos,Feminino,Alagoas,Quinzenalmente,Elétrico,Sempre completo,Principal fonte de renda,Petrobras,Serviços Adicionais,Sim,Conheço e utilizo,Não utilizo aplicativos/programas de fidelidade,Sim,4
36-49 anos,Feminino,Rio Grande do Sul,Semanalmente,Elétrico,Conforme o uso,Principal fonte de renda,Petrobras,Localização,Não,Conheço mas não utilizo,Cashback,Não,5
25-35 anos,Feminino,Roraima,Quinzenalmente,GNV,Conforme o uso,Principal fonte de renda,Petrobras,Loja de Conveniência,Não,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Não,5
Mais de 50 anos,Masculino,Distrito Federal,2-4 vezes na semana,Gasolina Aditivada,Completo as vezes,Principal fonte de renda,Petrobras,Qualidade do combustível,Não,Utilizo outros,Descontos em abastecimento/serviços,Não,5
Mais de 50 anos,Feminino,Rondonia,Quinzenalmente,Elétrico,Conforme o uso,Principal fonte de renda,Petrobras,Preço,Não,Conheço e utilizo,Não utilizo aplicativos/programas de fidelidade,Sim,5
18-24 anos,Feminino,Rio Grande do Norte,Quinzenalmente,Diesel,Conforme o uso,Locomoção para o trabalho,Petrobras,Localização,Não,Utilizo outros,Descontos em abastecimento/serviços,Não,4
18-24 anos,Feminino,Pernambuco,2-4 vezes na semana,Gasolina Aditivada,Completo as vezes,Principal fonte de renda,Petrobras,Serviços Adicionais,Não,Não conheço,Descontos em abastecimento/serviços,Não,5
18-24 anos,Feminino,Sao Paulo,2-4 vezes na semana,Diesel,Completo as vezes,Lazer,Petrobras,Preço,Não,Conheço e utilizo,Cashback,Não,3
25-35 anos,Feminino,Sergipe,Semanalmente,Diesel,Conforme o uso,Principal fonte de renda,Petrobras,Localização,Sim,Utilizo outros,Descontos em abastecimento/serviços,Não,5
Mais de 50 anos,Feminino,Distrito Federal,Quinzenalmente,Etanol,Conforme o uso,Locomoção para o trabalho,Petrobras,Serviços Adicionais,Não,Conheço mas não utilizo,Cashback,Não,5
18-24 anos,Masculino,Minas Gerais,Semanalmente,Diesel,Conforme o uso,Lazer,Petrobras,Qualidade do combustível,Não,Utilizo outros,Descontos em abastecimento/serviços,Não,3
36-49 anos,Feminino,Roraima,Quinzenalmente,Diesel,Completo as vezes,Locomoção para o trabalho,Petrobras,Qualidade do combustível,Não,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Não,3
25-35 anos,Feminino,Espirito Santo,Quinzenalmente,Diesel,Completo as vezes,Principal fonte de renda,Petrobras,Preço,Sim,Utilizo outros,Cashback,Não,5
Mais de 50 anos,Feminino,Mato Grosso,Diariamente,Elétrico,Conforme o uso,Lazer,Petrobras,Qualidade do combustível,Sim,Utilizo outros,Descontos em abastecimento/serviços,Sim,5
36-49 anos,Feminino,Distrito Federal,Quinzenalmente,Gasolina Aditivada,Completo as vezes,Principal fonte de renda,Petrobras,Atendimento,Sim,Utilizo outros,Cashback,Não,5
36-49 anos,Feminino,Rio Grande do Sul,Semanalmente,Etanol,Conforme o uso,Principal fonte de renda,Petrobras,Localização,Não,Não conheço,Cashback,Não,3
Mais de 50 anos,Feminino,Rio Grande do Sul,Quinzenalmente,Gasolina comum,Conforme o uso,Principal fonte de renda,Petrobras,Serviços Adicionais,Não,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Sim,5
36-49 anos,Masculino,Alagoas,Quinzenalmente,Elétrico,Conforme o uso,Principal fonte de renda,Petrobras,Serviços Adicionais,Sim,Utilizo outros,Cashback,Sim,5
18-24 anos,Feminino,Pernambuco,2-4 vezes na semana,Gasolina Aditivada,Completo as vezes,Principal fonte de renda,Petrobras,Localização,Não,Não conheço,Não utilizo aplicativos/programas de fidelidade,Sim,5
Mais de 50 anos,Masculino,Rio Grande do Sul,Diariamente,Etanol,Conforme o uso,Principal fonte de renda,Petrobras,Serviços Adicionais,Não,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Não,5
25-35 anos,Masculino,Rondonia,Quinzenalmente,Diesel,Conforme o uso,Principal fonte de renda,Petrobras,Qualidade do combustível,Não,Não conheço,Cashback,Não,5
18-24 anos,Feminino,Santa Catarina,Semanalmente,Elétrico,Conforme o uso,Lazer,Petrobras,Loja de Conveniência,Não,Utilizo outros,Descontos em abastecimento/serviços,Sim,5
25-35 anos,Feminino,Parana,Semanalmente,Gasolina comum,Conforme o uso,Lazer,Petrobras,Atendimento,Não,Não conheço,Não utilizo aplicativos/programas de fidelidade,Não,5
Mais de 50 anos,Feminino,Paraiba,Quinzenalmente,Gasolina Aditivada,Conforme o uso,Principal fonte de renda,Petrobras,Qualidade do combustível,Não,Conheço mas não utilizo,Descontos em abastecimento/serviços,Sim,5
25-35 anos,Feminino,Sao Paulo,Quinzenalmente,GNV,Completo as vezes,Principal fonte de renda,Petrobras,Preço,Não,Não conheço,Não utilizo aplicativos/programas de fidelidade,Não,5
18-24 anos,Feminino,Parana,Quinzenalmente,Elétrico,Sempre completo,Lazer,Petrobras,Serviços Adicionais,Não,Não conheço,Cashback,Sim,5
36-49 anos,Masculino,Distrito Federal,2-4 vezes na semana,Diesel,Conforme o uso,Principal fonte de renda,Petrobras,Localização,Sim,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Não,5
Mais de 50 anos,Feminino,Sergipe,Quinzenalmente,Gasolina Aditivada,Conforme o uso,Lazer,Petrobras,Serviços Adicionais,Não,Conheço e utilizo,Não utilizo aplicativos/programas de fidelidade,Não,5
36-49 anos,Feminino,Santa Catarina,Quinzenalmente,Elétrico,Conforme o uso,Principal fonte de renda,Petrobras,Localização,Não,Não conheço,Cashback,Sim,5
Mais de 50 anos,Masculino,Sao Paulo,Quinzenalmente,Gasolina Aditivada,Conforme o uso,Principal fonte de renda,Petrobras,Serviços Adicionais,Não,Conheço e utilizo,Cashback,Não,3
36-49 anos,Feminino,Roraima,2-4 vezes na semana,GNV,Sempre completo,Lazer,Petrobras,Loja de Conveniência,Não,Não conheço,Cashback,Não,4
36-49 anos,Masculino,Para,Semanalmente,Elétrico,Sempre completo,Locomoção para o trabalho,Petrobras,Qualidade do combustível,Sim,Conheço e utilizo,Cashback,Sim,5
36-49 anos,Feminino,Alagoas,Quinzenalmente,Elétrico,Conforme o uso,Lazer,Petrobras,Loja de Conveniência,Não,Conheço e utilizo,Cashback,Não,4
18-24 anos,Masculino,Rio Grande do Norte,Quinzenalmente,Diesel,Conforme o uso,Lazer,Petrobras,Preço,Sim,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Sim,5
36-49 anos,Feminino,Minas Gerais,Quinzenalmente,GNV,Sempre completo,Principal fonte de renda,Petrobras,Atendimento,Sim,Conheço e utilizo,Descontos em abastecimento/serviços,Não,5
Mais de 50 anos,Feminino,Parana,Quinzenalmente,Etanol,Sempre completo,Lazer,Petrobras,Loja de Conveniência,Sim,Conheço e utilizo,Cashback,Não,5
Mais de 50 anos,Feminino,Sergipe,Semanalmente,Elétrico,Conforme o uso,Principal fonte de renda,Petrobras,Qualidade do combustível,Não,Utilizo outros,Cashback,Não,5
36-49 anos,Feminino,Rio Grande do Norte,Quinzenalmente,Gasolina Aditivada,Completo as vezes,Lazer,Petrobras,Serviços Adicionais,Sim,Conheço e utilizo,Cashback,Não,5
36-49 anos,Feminino,Mato Grosso,Diariamente,Gasolina comum,Conforme o uso,Lazer,Petrobras,Qualidade do combustível,Não,Utilizo outros,Descontos em abastecimento/serviços,Sim,5
36-49 anos,Feminino,Rondonia,2-4 vezes na semana,Diesel,Conforme o uso,Principal fonte de renda,Petrobras,Preço,Não,Conheço mas não utilizo,Cashback,Não,4
18-24 anos,Feminino,Goias,Quinzenalmente,GNV,Conforme o uso,Lazer,Petrobras,Qualidade do combustível,Sim,Conheço e utilizo,Cashback,Sim,3
Mais de 50 anos,Feminino,Para,Diariamente,Etanol,Conforme o uso,Locomoção para o trabalho,Petrobras,Localização,Não,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Sim,5
Mais de 50 anos,Masculino,Piaui,Semanalmente,Etanol,Conforme o uso,Locomoção para o trabalho,Petrobras,Loja de Conveniência,Não,Utilizo outros,Cashback,Não,3
36-49 anos,Feminino,Roraima,2-4 vezes na semana,Gasolina Aditivada,Conforme o uso,Principal fonte de renda,Petrobras,Preço,Não,Utilizo outros,Cashback,Sim,5
Mais de 50 anos,Feminino,Espirito Santo,2-4 vezes na semana,Gasolina Aditivada,Sempre completo,Lazer,Petrobras,Preço,Sim,Não conheço,Cashback,Não,3
36-49 anos,Masculino,Minas Gerais,Quinzenalmente,Gasolina comum,Conforme o uso,Principal fonte de renda,Petrobras,Qualidade do combustível,Não,Utilizo outros,Cashback,Sim,3
18-24 anos,Feminino,Bahia,Diariamente,Gasolina comum,Sempre completo,Principal fonte de renda,Petrobras,Serviços Adicionais,Não,Conheço mas não utilizo,Não utilizo aplicativos/programas de fidelidade,Não,5
18-24 anos,Feminino,Distrito Federal,Semanalmente,Etanol,Sempre completo,Principal fonte de renda,Petrobras,Serviços Adicionais,Não,Conheço mas não utilizo,Descontos em abastecimento/serviços,Não,5
25-35 anos,Feminino,Rondonia,Semanalmente,Gasolina comum,Conforme o uso,Principal fonte de renda,Petrobras,Atendimento,Não,Conheço e utilizo,Cashback,Não,3
18-24 anos,Feminino,Pernambuco,Quinzenalmente,GNV,Sempre completo,Principal fonte de renda,Petrobras,Atendimento,Não,Conheço mas não utilizo,Não utilizo aplicativos/programas de fidelidade,Não,4
36-49 anos,Masculino,Acre,Diariamente,Diesel,Completo as vezes,Principal fonte de renda,Petrobras,Qualidade do combustível,Sim,Conheço e utilizo,Cashback,Sim,5
25-35 anos,Feminino,Piaui,2-4 vezes na semana,Diesel,Completo as vezes,Lazer,Petrobras,Serviços Adicionais,Sim,Utilizo outros,Cashback,Não,5
Mais de 50 anos,Feminino,Amazonas,Quinzenalmente,Diesel,Conforme o uso,Locomoção para o trabalho,Petrobras,Serviços Adicionais,Não,Conheço e utilizo,Descontos em abastecimento/serviços,Sim,5
Mais de 50 anos,Feminino,Ceara,Quinzenalmente,Elétrico,Conforme o uso,Locomoção para o trabalho,Petrobras,Atendimento,Não,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Não,5
25-35 anos,Feminino,Rio Grande do Sul,Diariamente,Elétrico,Completo as vezes,Principal fonte de renda,Petrobras,Localização,Sim,Não conheço,Cashback,Não,3
36-49 anos,Masculino,Bahia,Semanalmente,Elétrico,Conforme o uso,Principal fonte de renda,Petrobras,Qualidade do combustível,Não,Não conheço,Cashback,Não,5
18-24 anos,Feminino,Tocantins,Quinzenalmente,Gasolina Aditivada,Sempre completo,Principal fonte de renda,Petrobras,Serviços Adicionais,Não,Conheço mas não utilizo,Cashback,Não,5
Mais de 50 anos,Feminino,Paraiba,Semanalmente,Elétrico,Completo as vezes,Principal fonte de renda,Petrobras,Serviços Adicionais,Não,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Sim,5
Mais de 50 anos,Feminino,Acre,Quinzenalmente,Elétrico,Sempre completo,Principal fonte de renda,Petrobras,Atendimento,Não,Não conheço,Cashback,Não,5
36-49 anos,Feminino,Piaui,2-4 vezes na semana,Gasolina Aditivada,Sempre completo,Locomoção para o trabalho,Petrobras,Preço,Não,Utilizo outros,Cashback,Não,5
18-24 anos,Feminino,Bahia,2-4 vezes na semana,GNV,Conforme o uso,Locomoção para o trabalho,Petrobras,Serviços Adicionais,Não,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Sim,5
Mais de 50 anos,Feminino,Santa Catarina,Semanalmente,Elétrico,Completo as vezes,Principal fonte de renda,Petrobras,Loja de Conveniência,Sim,Não conheço,Cashback,Não,5
Mais de 50 anos,Feminino,Roraima,Quinzenalmente,Elétrico,Conforme o uso,Locomoção para o trabalho,Petrobras,Atendimento,Não,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Não,4
36-49 anos,Feminino,Ceara,Quinzenalmente,Gasolina Aditivada,Sempre completo,Lazer,Petrobras,Qualidade do combustível,Sim,Utilizo outros,Descontos em abastecimento/serviços,Não,5
36-49 anos,Masculino,Rio Grande do Norte,2-4 vezes na semana,Etanol,Conforme o uso,Principal fonte de renda,Petrobras,Qualidade do combustível,Sim,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Não,5
25-35 anos,Feminino,Sao Paulo,Quinzenalmente,Etanol,Completo as vezes,Lazer,Petrobras,Serviços Adicionais,Não,Não conheço,Cashback,Sim,3
Mais de 50 anos,Feminino,Roraima,Quinzenalmente,GNV,Conforme o uso,Lazer,Petrobras,Atendimento,Não,Conheço e utilizo,Descontos em abastecimento/serviços,Sim,5
Mais de 50 anos,Feminino,Goias,Quinzenalmente,Diesel,Sempre completo,Lazer,Petrobras,Serviços Adicionais,Não,Não conheço,Não utilizo aplicativos/programas de fidelidade,Não,3
36-49 anos,Feminino,Acre,Diariamente,Gasolina Aditivada,Conforme o uso,Lazer,Petrobras,Loja de Conveniência,Não,Utilizo outros,Cashback,Não,5
Mais de 50 anos,Feminino,Alagoas,Semanalmente,Elétrico,Completo as vezes,Principal fonte de renda,Petrobras,Loja de Conveniência,Sim,Utilizo outros,Cashback,Sim,5
25-35 anos,Feminino,Goias,Quinzenalmente,Elétrico,Sempre completo,Principal fonte de renda,Petrobras,Loja de Conveniência,Não,Conheço mas não utilizo,Não utilizo aplicativos/programas de fidelidade,Não,5
Mais de 50 anos,Feminino,Sergipe,Semanalmente,GNV,Conforme o uso,Principal fonte de renda,Petrobras,Serviços Adicionais,Sim,Conheço e utilizo,Cashback,Sim,5
Mais de 50 anos,Feminino,Rio Grande do Sul,Diariamente,Elétrico,Completo as vezes,Lazer,Petrobras,Serviços Adicionais,Sim,Utilizo outros,Cashback,Não,5
36-49 anos,Masculino,Bahia,Quinzenalmente,Etanol,Conforme o uso,Principal fonte de renda,Petrobras,Qualidade do combustível,Não,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Não,4
25-35 anos,Feminino,Mato Grosso do Sul,Diariamente,Elétrico,Conforme o uso,Principal fonte de renda,Petrobras,Loja de Conveniência,Sim,Não conheço,Não utilizo aplicativos/programas de fidelidade,Não,5
Mais de 50 anos,Feminino,Pernambuco,2-4 vezes na semana,Elétrico,Completo as vezes,Principal fonte de renda,Petrobras,Loja de Conveniência,Não,Utilizo outros,Cashback,Sim,5
36-49 anos,Feminino,Pernambuco,2-4 vezes na semana,Etanol,Conforme o uso,Principal fonte de renda,Petrobras,Serviços Adicionais,Sim,Utilizo outros,Descontos em abastecimento/serviços,Não,4
25-35 anos,Feminino,Rio Grande do Norte,2-4 vezes na semana,Etanol,Conforme o uso,Principal fonte de renda,Petrobras,Qualidade do combustível,Não,Conheço e utilizo,Descontos em abastecimento/serviços,Não,5
25-35 anos,Feminino,Amazonas,Diariamente,GNV,Conforme o uso,Locomoção para o trabalho,Petrobras,Preço,Sim,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Não,5
Mais de 50 anos,Masculino,Maranhao,Quinzenalmente,Diesel,Conforme o uso,Lazer,Petrobras,Serviços Adicionais,Sim,Utilizo outros,Cashback,Não,5
Mais de 50 anos,Feminino,Rio Grande do Norte,Quinzenalmente,Elétrico,Conforme o uso,Locomoção para o trabalho,Petrobras,Localização,Sim,Não conheço,Não utilizo aplicativos/programas de fidelidade,Não,3
36-49 anos,Feminino,Minas Gerais,Quinzenalmente,Etanol,Sempre completo,Principal fonte de renda,Petrobras,Qualidade do combustível,Sim,Utilizo outros,Cashback,Não,5
18-24 anos,Masculino,Rio Grande do Norte,2-4 vezes na semana,Gasolina comum,Conforme o uso,Locomoção para o trabalho,Petrobras,Serviços Adicionais,Não,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Não,5
